Date,Open,High,Low,Close,Volume
06-12-2004,4087.15,4118.5,4031.85,4040.45,72261956
07-12-2004,4031.9,4062.35,4020.85,4034.45,78576145
08-12-2004,4058.35,4089.55,4016.6,4021.95,81892501
09-12-2004,4028.7,4047.65,4011.5,4040.2,41643407
10-12-2004,4041.95,4073.3,4007.8,4015.2,51218171
13-12-2004,4035.15,4044.4,4019.1,4029.35,29212086
14-12-2004,4036.2,4078.5,4036.2,4075.55,38606059
15-12-2004,4094.45,4127.6,4094.45,4105.85,69218320
16-12-2004,4118.55,4158.75,4112.1,4154.05,80516862
17-12-2004,4159.3,4199.05,4154.95,4164.05,72026458
20-12-2004,4190.1,4213.95,4187.5,4200.05,59423431
21-12-2004,4223.05,4249,4212.35,4244.15,66802617
22-12-2004,4257,4285.9,4220.35,4244.05,97405730
23-12-2004,4263.7,4349.35,4263.7,4337.25,98193696
24-12-2004,4370.5,4400.1,4333.95,4341,162439053
27-12-2004,4317.8,4415.6,4317.8,4384.35,140114578
28-12-2004,4403.5,4449.5,4403.5,4438.95,152439437
29-12-2004,4446.2,4468.35,4387.5,4400.05,137091188
30-12-2004,4414.95,4457,4363.55,4372.85,87635612
31-12-2004,4394.35,4459,4394.35,4453.3,69127815
03-01-2005,4483.65,4524.85,4483.4,4508.75,75061830
04-01-2005,4532.85,4549.85,4511.95,4532.35,117256920
05-01-2005,4533.9,4548.9,4190.5,4374.15,122081754
06-01-2005,4374.6,4374.6,4208.9,4279.2,105364954
07-01-2005,4293.4,4341.8,4277,4327.65,67458219
10-01-2005,4346.65,4380.75,4277.7,4291,55895742
11-01-2005,4292.95,4304.05,4158,4170.15,61165955
12-01-2005,4184.95,4194.35,4004.9,4019.65,82311007
13-01-2005,4058.45,4187.6,4058.45,4169.9,84289894
14-01-2005,4168.65,4233.7,4126.65,4145.65,73017419
17-01-2005,4173.5,4189.6,4068,4168.6,58017402
18-01-2005,4180,4212.9,4160.75,4193.15,63355920
19-01-2005,4197.85,4213.55,4145.7,4153.7,44771058
20-01-2005,4149.5,4149.5,4065.1,4099.7,48475469
24-01-2005,4089.75,4095.65,4033.85,4042.85,51558717
25-01-2005,4030.8,4087.6,3999.75,4083.2,59500774
27-01-2005,4094.65,4158.8,4094.65,4134.05,92463789
28-01-2005,4154.75,4202.5,4154.75,4200.7,77500474
31-01-2005,4214.45,4270.1,4214.45,4247.8,66636424
01-02-2005,4249.7,4275.7,4213.95,4249,74757072
02-02-2005,4265.3,4318.8,4265.3,4305.65,150044236
03-02-2005,4311.55,4378.65,4311.55,4369,109291535
04-02-2005,4400.35,4420.8,4341.55,4368.3,148519329
07-02-2005,4397.15,4420.6,4341.8,4350.1,118471590
08-02-2005,4347.25,4378.2,4321,4330.6,94482892
09-02-2005,4359.5,4376.25,4354.7,4361.8,59964368
10-02-2005,4383.8,4415.6,4362.45,4379.2,154983950
11-02-2005,4371.25,4407.5,4371.25,4382.9,96968507
14-02-2005,4395.35,4427.45,4384.65,4391.15,72110756
15-02-2005,4399.6,4409.95,4353.05,4367.25,53329578
16-02-2005,4380.4,4412.8,4336.95,4350.4,99527033
17-02-2005,4356.2,4356.2,4301.1,4320.15,65100065
18-02-2005,4335.2,4358.75,4307.65,4318.15,100865613
21-02-2005,4335.55,4356.6,4256.65,4262.25,49269261
22-02-2005,4268.5,4331.7,4253.4,4326.1,59554332
23-02-2005,4331.65,4370.95,4331.55,4346,70430163
24-02-2005,4363.95,4382.6,4331.95,4337,67137888
25-02-2005,4354.9,4368.9,4297.35,4305.75,55033232
28-02-2005,4317.2,4405.1,4313.05,4388.2,89632920
01-03-2005,4381,4405.85,4354.65,4382.25,64116685
02-03-2005,4387.75,4472.8,4387.75,4470,70589059
03-03-2005,4464.05,4521.85,4464.05,4515.8,64966922
04-03-2005,4542.6,4560.05,4520.5,4549.55,76103563
07-03-2005,4558,4656.7,4558,4618.05,86934147
08-03-2005,4631.55,4686.4,4629.6,4666.7,87761683
09-03-2005,4662.05,4698.25,4557.2,4623.85,77583780
10-03-2005,4636,4663.15,4613.35,4648.05,69073530
11-03-2005,4668.8,4705.25,4610.35,4621.55,57037489
14-03-2005,4630.1,4680.5,4577.95,4581.05,46894896
15-03-2005,4593.1,4608.15,4548.95,4554.75,46808985
16-03-2005,4560.75,4610.65,4539.55,4545.8,39467351
17-03-2005,4552.5,4552.5,4474.8,4486.15,38483431
18-03-2005,4490.9,4514.2,4391.8,4454.85,51214928
21-03-2005,4465.95,4495.4,4443.05,4454.05,39212190
22-03-2005,4454.75,4454.75,4319.9,4328.5,36162979
23-03-2005,4320.8,4343.1,4190.45,4208.8,50233783
24-03-2005,4226.9,4259.4,4178.9,4202.05,62369399
28-03-2005,4225,4262,4218.9,4233.35,41262778
29-03-2005,4238.95,4238.95,4121.55,4146.65,58852597
30-03-2005,4155.9,4211.65,4113.4,4192,54656021
31-03-2005,4201.3,4290.1,4201.3,4275.15,54686522
01-04-2005,4275.35,4351.9,4263.9,4342.85,43949854
04-04-2005,4359.5,4413.4,4353,4360.2,37127480
05-04-2005,4367.85,4385.05,4294.6,4304.7,26639653
06-04-2005,4314.55,4331.1,4300.1,4320,36363346
07-04-2005,4359.2,4371.25,4304.3,4308.65,33968077
08-04-2005,4328.55,4328.9,4262.95,4269.9,32072554
11-04-2005,4276.65,4276.65,4204.7,4215.05,20486128
12-04-2005,4226.8,4255.1,4220.55,4246.1,22314444
13-04-2005,4247.8,4289.4,4236.2,4249.45,25038795
15-04-2005,4245.55,4245.55,4139.9,4146.1,23522969
18-04-2005,4097.85,4134.45,4060.35,4110.55,26295878
19-04-2005,4116.6,4178.2,4059.85,4065.9,22427805
20-04-2005,4074.8,4108.95,4030.4,4079.9,27931136
21-04-2005,4062.9,4164.45,4062.9,4156.3,23577714
22-04-2005,4153.35,4199.85,4153.35,4185.7,22872138
25-04-2005,4201.25,4228.6,4182.75,4214.5,17023419
26-04-2005,4219.7,4239.95,4198.85,4207.8,21835890
27-04-2005,4218.85,4218.85,4174.7,4183.8,28576044
28-04-2005,4177.4,4185,4106.4,4108.7,37711260
29-04-2005,4118.45,4118.45,4016.85,4024.4,30721170
02-05-2005,4039.85,4059.75,3998.8,4033.75,24292473
03-05-2005,4048.05,4069.55,4008.4,4049.3,23616934
04-05-2005,4054.75,4113.85,4054.75,4108.6,29095178
05-05-2005,4165.65,4234.25,4165.65,4210.25,41119669
06-05-2005,4220.15,4232.5,4180.85,4223.8,29316076
09-05-2005,4239.2,4274.9,4233.65,4273.95,34672683
10-05-2005,4278.2,4303.3,4264.4,4275.05,34763404
11-05-2005,4275.95,4275.95,4219.95,4237.1,26516946
12-05-2005,4234.05,4278.1,4234.05,4247.9,19337510
13-05-2005,4262.2,4262.2,4242.6,4251.65,24871705
16-05-2005,4257.35,4290,4257.35,4286,23759930
17-05-2005,4303.55,4310.35,4233.7,4243.3,25817755
18-05-2005,4229.35,4254.4,4203.3,4225.3,21624558
19-05-2005,4254.85,4280.5,4241.15,4246.9,18880746
20-05-2005,4240.4,4257.4,4215.25,4234.1,20512114
23-05-2005,4244.35,4267.05,4242.1,4266.15,23347743
24-05-2005,4276.5,4293,4275.2,4283.4,22281155
25-05-2005,4282.35,4307.65,4277.55,4298.9,22081359
26-05-2005,4306.45,4319.5,4268.3,4277.85,25035226
27-05-2005,4294.45,4355.55,4282.35,4314,41612354
30-05-2005,4322.85,4333.3,4286,4293.15,20747154
31-05-2005,4300.25,4369.05,4300.25,4364.55,34038971
01-06-2005,4374.5,4398.2,4374.05,4391.4,32000836
02-06-2005,4391.45,4401.05,4367.05,4370.95,38770854
03-06-2005,4375.55,4416.2,4371.95,4413.05,55175601
04-06-2005,4429.65,4440.05,4418.85,4432.15,25694308
06-06-2005,4448.55,4477.25,4444.35,4453.35,45702461
07-06-2005,4494.95,4522.55,4462.5,4512.35,61429494
08-06-2005,4528.45,4573.05,4524.95,4545.8,63631527
09-06-2005,4558.6,4561.45,4518.25,4528.35,42503155
10-06-2005,4534,4553,4476.65,4485.55,36884014
13-06-2005,4490.8,4508.75,4470,4502,30126655
14-06-2005,4509.95,4535.5,4491.15,4502.4,34275761
15-06-2005,4494.35,4523,4492.35,4494.3,30403262
16-06-2005,4493.9,4521.2,4437.8,4444.05,26097128
17-06-2005,4454.85,4457.9,4373,4401.25,24637365
20-06-2005,4416.85,4432.75,4352.35,4358.15,18493515
21-06-2005,4351.25,4392.05,4351.25,4385.65,25077652
22-06-2005,4387.9,4437.4,4387.9,4413.05,33798884
23-06-2005,4434.45,4455.8,4416.3,4450.75,37179030
24-06-2005,4437.05,4467.95,4425.25,4448.35,47990173
27-06-2005,4452.95,4470.85,4441.7,4447.7,35827964
28-06-2005,4452.7,4467.95,4373.65,4380.3,24350449
29-06-2005,4391.6,4417.8,4373.05,4412.55,22211314
30-06-2005,4410.6,4450.55,4380.6,4393.25,43188173
01-07-2005,4398.35,4495.8,4396.15,4491.8,37674015
04-07-2005,4491.3,4564.95,4491.3,4563.7,91333642
05-07-2005,4565.55,4585.75,4506.25,4524.6,58769707
06-07-2005,4546.2,4607.35,4546.2,4603.25,39788775
07-07-2005,4609.9,4624.4,4521.75,4538.9,52850928
08-07-2005,4555.9,4635.15,4555.9,4632.15,37389036
11-07-2005,4640.1,4690.6,4640.1,4681.75,38444290
12-07-2005,4692.25,4733.15,4649.05,4717.15,43169789
13-07-2005,4748.75,4781,4714.2,4724.6,53372241
14-07-2005,4758.25,4758.25,4694.65,4714,35149693
15-07-2005,4713.15,4739.1,4701.6,4735.5,26344804
18-07-2005,4758.2,4808.3,4758.2,4803.65,56469436
19-07-2005,4827.95,4843.3,4802.6,4832.35,106468522
20-07-2005,4850,4875.55,4844.55,4851.3,88640959
21-07-2005,4883.9,4883.9,4798.2,4816.2,60160207
22-07-2005,4822.6,4895.55,4808.75,4889.65,71382235
25-07-2005,4902.55,4942.85,4895.1,4919.25,67586581
26-07-2005,4913,4940.2,4870.25,4929.55,70396801
27-07-2005,4938.3,4967.5,4902.9,4950.95,36581823
29-07-2005,4906.85,4991.5,4893,4919.1,106885312
01-08-2005,4904.45,4954.15,4873.7,4949.15,95379747
02-08-2005,4942.85,5020.7,4942.85,5004.7,71874187
03-08-2005,5051.85,5065.25,4995.4,5011.8,67187866
04-08-2005,5021.65,5056.4,5006.5,5049.45,54071978
05-08-2005,5061.75,5119,5047.95,5080.75,56614720
08-08-2005,5100.35,5125.8,4957.1,4974.45,45324485
09-08-2005,4992.35,5029.95,4917.35,4967.15,62591360
10-08-2005,4990.75,5070.05,4990.75,5067.95,42708614
11-08-2005,5075.65,5118.35,5048.9,5080.95,58577593
12-08-2005,5098.75,5108.1,5060.05,5085.7,40477148
16-08-2005,5093.05,5118.75,5075.75,5081.1,32172773
17-08-2005,5081.65,5143.5,5081.65,5122.2,42317216
18-08-2005,5127.95,5173.05,5078.6,5089.6,38992543
19-08-2005,5100.45,5117.45,5064.5,5068.8,28598214
22-08-2005,5084.1,5119.65,4987.15,5003.65,34180277
23-08-2005,5030.15,5032.15,4888.25,4897.65,32500338
24-08-2005,4910.9,4910.9,4786.45,4837.95,43371470
25-08-2005,4846.5,4897.65,4846.5,4868.6,65030362
26-08-2005,4908.15,4978.25,4908.15,4972.05,54357209
29-08-2005,4961.95,4961.95,4898.2,4942.1,43844525
30-08-2005,4948.95,5023.15,4948.95,5018.75,46711964
31-08-2005,5034.35,5062.4,5022.45,5053,44395635
01-09-2005,5068.9,5105.8,5054.15,5063.7,50625914
02-09-2005,5084.2,5098.8,5041.25,5080.95,43327476
05-09-2005,5087.15,5128.35,5087.15,5103,30847310
06-09-2005,5106.5,5133.5,5084.2,5105.25,35140208
08-09-2005,5123.15,5141.7,5117.45,5134.35,29685468
09-09-2005,5150.25,5163.3,5110.95,5155.85,44369793
12-09-2005,5171.4,5243.3,5171.4,5240.75,51290666
13-09-2005,5246.55,5303.15,5233.3,5299.55,56946347
14-09-2005,5305.6,5340.05,5211.3,5262.3,59020917
15-09-2005,5267.45,5311.6,5267.45,5306.6,56024638
16-09-2005,5309.05,5346.95,5295.4,5341.15,71827432
19-09-2005,5341.6,5415.2,5341.6,5410.6,89664856
20-09-2005,5407.4,5419.9,5359.35,5389.4,83771941
21-09-2005,5402.2,5402.2,5109.6,5293.35,86056054
22-09-2005,5293.4,5293.4,5003.7,5029.55,83555667
23-09-2005,5045.85,5118.7,4955.75,5052.5,56601183
26-09-2005,5101.3,5216.2,5101.3,5210.95,36269298
27-09-2005,5212.25,5278.5,5203.1,5246.2,47246651
28-09-2005,5249.5,5285.5,5235.95,5271.8,45100008
29-09-2005,5294.45,5294.45,5216.4,5223.85,103237233
30-09-2005,5244.95,5318.9,5181.9,5303.5,65176529
03-10-2005,5338,5377.2,5331.85,5371.3,49431493
04-10-2005,5375.15,5440.55,5375.15,5435.6,46983906
05-10-2005,5443.4,5443.4,5360.9,5372.95,36670366
06-10-2005,5320,5362.9,5275.3,5289.9,40065727
07-10-2005,5269.25,5348.95,5220.05,5253.75,34442381
10-10-2005,5274.9,5291.2,5201.55,5212,28076035
11-10-2005,5238.35,5250.3,5138.7,5245.4,41308915
13-10-2005,5254,5285.15,5161.4,5180.5,36016739
14-10-2005,5182.25,5193.5,5055.1,5069.6,31411188
17-10-2005,5085.85,5085.85,4985.7,5018.8,25109281
18-10-2005,5028.7,5096.7,4958.25,4986.3,27067221
19-10-2005,4962.55,4962.55,4844.25,4859.55,42297354
20-10-2005,4860,4958.75,4684.95,4743.2,58217080
21-10-2005,4752.75,4811.7,4674,4801.3,55644932
24-10-2005,4831.95,4854.85,4747.4,4761,42464779
25-10-2005,4772,4815.3,4735.95,4784.35,37695667
26-10-2005,4803.2,4820.05,4774.05,4784.35,26129871
27-10-2005,4767.8,4802.4,4652.85,4660.8,59990602
28-10-2005,4661.6,4670.7,4609.15,4617.9,38691508
31-10-2005,4636.5,4718.5,4625.95,4714.45,30663864
01-11-2005,4787.5,4801.15,4742.55,4751.25,10703813
02-11-2005,4747.55,4784.75,4690.9,4779.95,23068683
07-11-2005,4791.65,4856.95,4781.1,4842.9,37588536
08-11-2005,4865.9,4939.05,4865.9,4918.1,40309807
09-11-2005,4934.25,4985.3,4892.9,4907.6,35926466
10-11-2005,4929.65,4948.75,4896.8,4917.95,37900683
11-11-2005,4930.85,4992.35,4930.85,4988.25,36991235
14-11-2005,5026.4,5046.35,4978.4,5016.7,34813728
16-11-2005,5050.55,5088.85,5038.2,5085.05,48905517
17-11-2005,5120.95,5120.95,5056.45,5110.8,60756244
18-11-2005,5127.2,5161.9,5104.5,5116.4,57172563
21-11-2005,5116.7,5130.8,5049.65,5066,50632562
22-11-2005,5060.35,5088.35,5022.6,5030.4,69728741
23-11-2005,5022.05,5066.85,5010.25,5047.05,98233886
24-11-2005,5081.45,5118.5,5075.3,5099.5,72273745
25-11-2005,5105.45,5218.85,5105.45,5210.45,45489663
26-11-2005,5225.8,5285.5,5225.8,5281.65,18379333
28-11-2005,5295,5345.8,5295,5312.9,44074639
29-11-2005,5317.2,5332.6,5272.8,5298.4,37974670
30-11-2005,5318.15,5383.2,5231.45,5242,50269259
01-12-2005,5269.4,5324.9,5222.9,5316.7,40196018
02-12-2005,5343.6,5396.05,5343.6,5364.8,36131118
05-12-2005,5389.2,5406.9,5339.7,5350.4,26940171
06-12-2005,5349.85,5358.9,5306.85,5313.5,31081953
07-12-2005,5321.55,5358.85,5319.75,5339.3,37359925
08-12-2005,5360.25,5380.85,5334.1,5364.95,43841027
09-12-2005,5366.6,5407.5,5366.6,5394.45,50128514
12-12-2005,5413.65,5424.8,5391.6,5399.85,35397814
13-12-2005,5400.3,5467.35,5399.4,5455.15,39419063
14-12-2005,5464.7,5521.15,5440.25,5504.4,50088129
15-12-2005,5518.15,5532.25,5373.6,5399.9,51480214
16-12-2005,5416.45,5476,5382.6,5471.55,39241121
19-12-2005,5503.1,5571.1,5503.1,5564.15,55872792
20-12-2005,5565.6,5580.6,5524.35,5545.2,44546328
21-12-2005,5536.4,5581.65,5507.4,5539.3,40513748
22-12-2005,5546.05,5566,5519.1,5549.4,38114166
23-12-2005,5560.05,5591.45,5473.35,5488.5,37285166
26-12-2005,5475.25,5475.25,5320.85,5331.8,31361481
27-12-2005,5325.1,5481.8,5303.25,5469.85,28349429
28-12-2005,5483.8,5506.45,5441.15,5452.75,27703071
29-12-2005,5463.45,5482.1,5445.25,5447.1,42889603
30-12-2005,5463,5551.1,5463,5541.45,31892167
02-01-2006,5555.9,5583.8,5543.45,5553.25,23284494
03-01-2006,5562.4,5643.85,5562.4,5640.4,36936575
04-01-2006,5663.05,5735.1,5663.05,5728.15,63190294
05-01-2006,5746.05,5833.55,5727.05,5821.55,97850245
06-01-2006,5837.95,5888.9,5793.2,5859,73364478
09-01-2006,5885.35,5905.8,5849.15,5862.15,52044294
10-01-2006,5874.6,5884.9,5778.4,5790.2,51737808
12-01-2006,5765.05,5829.4,5730.95,5799.3,46156443
13-01-2006,5812.2,5868.2,5801.75,5810.3,33083009
16-01-2006,5818.55,5823.75,5752.25,5758.85,31439527
17-01-2006,5780.5,5819.9,5685,5698.2,44626240
18-01-2006,5643.1,5690.15,5617.65,5647.6,42294570
19-01-2006,5676.6,5750,5676.6,5743.6,39277211
20-01-2006,5801.3,5832.95,5769.95,5815.4,44637130
23-01-2006,5805.85,5847,5779.2,5830.9,32824683
24-01-2006,5854.35,5882,5791.9,5796.85,34401127
25-01-2006,5831.55,5847.5,5738.25,5755.55,58747665
27-01-2006,5784.6,5936.75,5784.6,5925.9,60265795
30-01-2006,5957.3,5980.5,5827.5,5853.8,35874503
31-01-2006,5863.5,5899.65,5857.1,5882.9,38934722
01-02-2006,5902.1,5916.7,5770.4,5801.9,64104885
02-02-2006,5830.6,5864.65,5758.8,5813.45,77048563
03-02-2006,5810.15,5860.3,5790.6,5824.75,50728063
06-02-2006,5843,5880.95,5820.7,5866.9,40505969
07-02-2006,5917.1,5953.35,5894.4,5949.6,75175736
08-02-2006,5929.1,5978.65,5922.1,5960.15,73556494
10-02-2006,5959.9,6047.55,5959.9,6037.65,60006057
13-02-2006,6053.65,6093.95,6041.45,6085.4,53539623
14-02-2006,6112.85,6132.4,6033.35,6047.9,47605385
15-02-2006,6077.7,6101.95,5991.85,6017.6,38942761
16-02-2006,6034.8,6057.9,6011.35,6020.8,40542135
17-02-2006,6048.7,6059.15,5888.8,5899.95,35580649
20-02-2006,5906.2,5906.2,5790,5840,28957744
21-02-2006,5856.55,5900.1,5856.55,5879.05,26881393
22-02-2006,5895.25,5908.95,5852.9,5866.35,28872183
23-02-2006,5880.1,5896.5,5779.15,5795.8,50980449
24-02-2006,5833.35,5920.6,5824.6,5913.05,60443405
27-02-2006,5912.35,5963.85,5912.35,5951.45,47141281
28-02-2006,5978.7,5990.85,5869.9,5966.65,68586194
01-03-2006,5960.95,6051.75,5938.55,6040.05,41092467
02-03-2006,6084.5,6173.4,6044.45,6139.25,56175115
03-03-2006,6160.95,6215.7,6147.8,6182.6,41427672
06-03-2006,6200.3,6250.6,6200.3,6227.6,52063503
07-03-2006,6238.3,6287.5,6201.4,6276.65,46195556
08-03-2006,6298.95,6362.55,6154,6163.9,46917920
09-03-2006,6191.1,6225.6,6089.6,6195.75,43140800
10-03-2006,6238.8,6299.25,6238.8,6258.35,42648289
13-03-2006,6291.6,6323.45,6242.55,6250.7,36368362
14-03-2006,6239.15,6310.3,6227.05,6234.35,46708399
16-03-2006,6265.85,6306.3,6265.85,6291.15,36867767
17-03-2006,6329.3,6330.05,6267.75,6281.9,32222763
20-03-2006,6335.85,6335.85,6301.3,6323.25,27286850
21-03-2006,6339.55,6385.1,6271.65,6309.25,28819131
22-03-2006,6299.35,6332.4,6209.4,6245.95,31304862
23-03-2006,6277.2,6313.35,6228.15,6257.5,36244150
24-03-2006,6279.75,6327.75,6265.95,6327.5,37749749
27-03-2006,6333.4,6372.2,6325.3,6334.15,53268597
28-03-2006,6343.45,6370.5,6249.05,6261.25,33739460
29-03-2006,6308.5,6308.9,6257.55,6293.65,30132823
30-03-2006,6312.75,6339.9,6250.75,6266.6,74498232
31-03-2006,6279,6437.4,6278.2,6412.1,85529800
03-04-2006,6415.25,6554.05,6415.25,6544.45,45383037
04-04-2006,6602.2,6654.55,6533.45,6648.5,64368294
05-04-2006,6678.25,6763.45,6678.25,6752.6,56120930
07-04-2006,6788.35,6853.05,6590.65,6651.9,61235003
10-04-2006,6647.55,6722.55,6636.8,6694.15,60855986
12-04-2006,6695.7,6782.4,6576.45,6601.05,70338811
13-04-2006,6624.15,6624.15,6199.7,6383.4,69826513
17-04-2006,6459.95,6524.8,6440.95,6512.2,32733893
18-04-2006,6552.4,6634.25,6552.4,6609.7,47145877
19-04-2006,6655.35,6690.5,6572.3,6598,37635653
20-04-2006,6631.8,6655.65,6595.7,6637,43796209
21-04-2006,6646.9,6666.65,6549.5,6599.75,75456778
24-04-2006,6616.75,6645.25,6586.95,6604.9,58819123
25-04-2006,6604.2,6632.9,6500.55,6518.4,65641309
26-04-2006,6549.55,6632.9,6522.3,6624.8,58269712
27-04-2006,6658.15,6713.3,6569.6,6583.35,92371338
28-04-2006,6392.2,6701.25,6235.75,6672.4,55724916
29-04-2006,6713.05,6882.55,6713.05,6856,30774647
02-05-2006,6923,6979.6,6919.55,6954.2,60994155
03-05-2006,7005.15,7051.45,6922.5,7039,57919854
04-05-2006,7074.45,7152.1,7035.8,7099.8,62056977
05-05-2006,7151.15,7189.3,7072.2,7119.5,51751664
08-05-2006,7170.7,7185.6,7114.05,7125.45,53765767
09-05-2006,7141,7150,7051.45,7134.2,70217481
10-05-2006,7175.35,7241.05,7175.35,7213.9,106241269
11-05-2006,7242.95,7250.3,7138.8,7168.65,98091427
12-05-2006,7118.45,7172.1,7050.35,7064.2,71041532
15-05-2006,7049.5,7103.95,6647.8,6693.85,71731420
16-05-2006,6688.7,6737.9,6270.9,6653.2,77005888
17-05-2006,6742.2,6858.3,6742.2,6831.25,55388757
18-05-2006,6766.1,6766.1,6222.8,6274,81536317
19-05-2006,6489.65,6489.65,5929.5,5971.5,80974333
22-05-2006,6048.65,6048.65,5116.05,5559.95,96125523
23-05-2006,5595.95,5865.35,5352.2,5843.9,77162328
24-05-2006,5970.55,6020.3,5720,5753.9,70935638
25-05-2006,5699.9,5766.5,5619.1,5684.4,84372413
26-05-2006,5780.1,5935.65,5780.1,5880.25,48043905
29-05-2006,5971.55,6046.65,5941.3,6015.4,39988187
30-05-2006,6024.5,6066.15,5945,5965.95,32035792
31-05-2006,5793.5,5865.7,5624.45,5827.4,56947123
01-06-2006,5901.8,5953.05,5614,5648.95,45705209
02-06-2006,5672.9,5730.15,5476.5,5719.55,53349990
05-06-2006,5640.6,5773.5,5597.45,5603.05,41528498
06-06-2006,5450.75,5546.95,5424.7,5470.55,41437705
07-06-2006,5442.95,5483.7,4985.9,5115.7,55735675
08-06-2006,5069.4,5069.4,4588.75,4670.6,80100787
09-06-2006,4598.3,5075.9,4598.3,5057.65,63810586
12-06-2006,5051.45,5079.7,4919.95,4945.25,44736871
13-06-2006,4820.65,4820.65,4620.05,4634.85,56445063
14-06-2006,4667.6,4808.1,4463.75,4517.8,55905087
15-06-2006,4609.3,4809.35,4609.15,4791,49836771
16-06-2006,4914.75,5162.85,4914.75,5037.35,70569605
19-06-2006,5047.4,5166.3,4971.45,5140.15,52469118
20-06-2006,5086.8,5158.1,5045.5,5106.5,53944164
21-06-2006,5101.1,5223,5095.45,5195.8,40518380
22-06-2006,5237.55,5370,5237.55,5328.9,43652761
23-06-2006,5290.8,5341.4,5216.1,5328.4,38021555
25-06-2006,5391.65,5391.65,5344.65,5362.25,5825745
26-06-2006,5376.05,5376.05,5070.65,5082.7,36242160
27-06-2006,5108.75,5135.75,4980.3,5077.3,45279234
28-06-2006,5006.5,5078.4,4994.5,5036.15,35123275
29-06-2006,5108.75,5124.05,5045.5,5052.35,61177984
30-06-2006,5131.4,5271.95,5131.4,5264.3,52665750
03-07-2006,5327.15,5327.15,5251.35,5273.6,31534410
04-07-2006,5311,5323.1,5244.15,5262.95,30230471
05-07-2006,5250.2,5339.8,5247.4,5333.95,31277136
06-07-2006,5279.8,5350.45,5276.8,5310.75,31039401
07-07-2006,5359.5,5391.7,5161.15,5181.9,36328565
10-07-2006,5185.55,5244.1,5159.15,5233.2,29111983
11-07-2006,5237.45,5260.35,5206.15,5234,24860924
12-07-2006,5176.95,5283.75,5146.4,5279.05,32039209
13-07-2006,5279.6,5322.75,5247.25,5272.2,34110775
14-07-2006,5192.75,5228.65,5165.45,5217.1,33672384
17-07-2006,5208.55,5218.75,5049.25,5062.95,40674289
18-07-2006,5067.35,5101.7,4927.75,4962.85,47895408
19-07-2006,4995.55,5022.5,4787.65,4814.8,48355368
20-07-2006,4905.25,4982.1,4891.5,4950.2,46180373
21-07-2006,4891.3,4899.55,4811.4,4839.3,36481910
24-07-2006,4793.1,4927.2,4735.6,4916.65,61845851
25-07-2006,4950.8,5071.8,4950.8,5057.6,66687659
26-07-2006,5062.85,5159.65,5023.65,5135.7,51706687
27-07-2006,5169.55,5200.15,5129.7,5182,68950051
28-07-2006,5213.1,5322.3,5187.65,5265.05,67886428
31-07-2006,5323.25,5377.9,5308.35,5335.1,41860136
01-08-2006,5330,5351.15,5244.15,5304.35,47614888
02-08-2006,5304.25,5385.45,5304.25,5381.15,48896430
03-08-2006,5394.45,5483.3,5356.4,5385.25,52930734
04-08-2006,5379.65,5409.85,5310.85,5342.9,42985363
07-08-2006,5328.05,5386.85,5314.3,5369.25,33639793
08-08-2006,5383,5453.7,5383,5443.4,39994466
09-08-2006,5443.55,5545.25,5431.9,5534.65,41256521
10-08-2006,5540.4,5625.6,5540.4,5617.7,41884692
11-08-2006,5651.45,5704.8,5600,5656.85,39618936
14-08-2006,5697.45,5744,5687.35,5735.9,27209948
16-08-2006,5800.95,5873.45,5800.95,5835.2,54162018
17-08-2006,5884.5,5895.65,5752.6,5808.35,56180478
18-08-2006,5811.5,5842.4,5777.15,5812.5,38615473
21-08-2006,5817.9,5922.5,5805.1,5913.8,37254783
22-08-2006,5941.5,5996.4,5905.65,5925.75,43861447
23-08-2006,5928.45,5934.65,5790.1,5810.75,32754789
24-08-2006,5780.05,5863.15,5726.2,5851.1,39733648
25-08-2006,5886.45,5949.15,5886.45,5931.6,36835088
28-08-2006,5956.75,5985.55,5929.8,5972.25,22166408
29-08-2006,6006,6023.2,5987.8,6000.75,32453036
30-08-2006,6019.6,6031.45,5961.95,5999.55,37380574
31-08-2006,6044.55,6044.55,5924.75,5940.5,55224998
01-09-2006,5964.55,6015.95,5945.3,6012.35,39425740
04-09-2006,6059.2,6111.25,6053,6106.2,37479624
05-09-2006,6126.5,6180.9,6103.45,6173.05,43691355
06-09-2006,6187.4,6239.45,6182.25,6224.5,65938533
07-09-2006,6198.65,6240.25,6170.3,6205.05,50603675
08-09-2006,6220.7,6277.7,6212.8,6235.9,41983332
11-09-2006,6237.8,6250.1,5966.15,5992.85,49684142
12-09-2006,6000.85,6095.45,5924.2,6082.2,58373949
13-09-2006,6160.05,6242.2,6159.55,6223.8,74848726
14-09-2006,6269,6304.95,6236.5,6278.1,57020985
15-09-2006,6256,6300.95,6213.95,6280.55,55792828
18-09-2006,6315.2,6333.5,6293.35,6301.6,52861199
19-09-2006,6347.25,6353.25,6183.1,6221.65,50173442
20-09-2006,6168.55,6261.3,6151.2,6253.35,51948113
21-09-2006,6304.3,6352.35,6304.3,6327.95,55837756
22-09-2006,6301.8,6355.25,6284.75,6316.65,37905554
25-09-2006,6314.85,6327.05,6260.2,6270.85,33721166
26-09-2006,6299.05,6318.6,6261.05,6314.35,35779780
27-09-2006,6354.2,6409.8,6353.25,6399.55,61094140
